Unique_ID,Treaty,provision,actorholder,action,actoraffected,natural_language_sentence
CBD_M069,CBD,"CBD, Article 20(3)",Developing States,"Liberty: May avail themselves of financial resources related to implementation through bilateral, regional and other multilateral channels.",Developing States,"Under Article 20(3) of the CBD, Developing States has a duty towards Developing States, to avail themselves of financial resources related to implementation through bilateral, regional and other multilateral channels."
CBD_M070,CBD,"CBD, Article 20(5)",Contracting Party,Duty: Take full account of the specific needs and special situation of least developed countries in actions regarding funding and technology transfer.,Developing States,"Under Article 20(5) of the CBD, Contracting Party has a duty towards Developing States, to take full account of the specific needs and special situation of least developed countries in actions regarding funding and technology transfer."
CBD_M071,CBD,"CBD, Article 20(6)",Contracting Party,"Duty: Take into consideration special conditions resulting from dependence on, distribution and location of biodiversity within developing country Parties, in particular small island States.",Small Island and Vulnerable Countries,"Under Article 20(6) of the CBD, Contracting Party has a duty towards Small Island and Vulnerable Countries, to take into consideration the special conditions resulting from the dependence on, distribution and location of biological diversity within developing country Parties, in particular small island States."
CBD_M072,CBD,"CBD, Article 20(7)",Contracting Party,"Duty: Give consideration to the special situation of developing countries, including those most environmentally vulnerable.",Developing States,"Under Article 20(7) of the CBD, Contracting Party has a duty towards Developing States, to give consideration to the special situation of developing countries, including those most environmentally vulnerable."
CBD_M073,CBD,"CBD, Article 21(1)",COP,"Power: Determine policy, strategy, programme priorities and eligibility criteria for access to and use of the financial mechanism’s resources; provide guidance to the mechanism.",Relevant Bodies,"Under Article 21(1) of the CBD, COP has a duty towards Relevant Bodies, to determine policy, strategy, programme priorities and eligibility criteria for access to and use of the financial mechanism’s resources, and to provide guidance to the mechanism."
CBD_M074,CBD,"CBD, Article 21(2)",COP,Power: Decide on the institutional structure entrusted with the operation of the financial mechanism and on the extent to which it is accountable to the COP; review its effectiveness.,Relevant Bodies,"Under Article 21(2) of the CBD, COP has a duty towards Relevant Bodies, to decide on the institutional structure entrusted with the operation of the financial mechanism and on the extent to which it is accountable to the COP, and to review its effectiveness."
CBD_M075,CBD,"CBD, Article 22(1)",Contracting Party,"Duty: Implement this Convention consistently with rights and obligations under existing international agreements, without causing serious damage or threat to biological diversity.",Other Contracting Parties; Relevant Bodies,"Under Article 22(1) of the CBD, Contracting Party has a duty towards Other Contracting Parties; Relevant Bodies, to implement this Convention consistently with rights and obligations under existing international agreements, without causing serious damage or threat to biological diversity."
CBD_M076,CBD,"CBD, Article 23(1)",COP,Duty: Keep under review the implementation of the Convention and take decisions necessary to promote its effective operation.,Contracting Party,"Under Article 23(1) of the CBD, COP has a duty towards Contracting Party, to keep under review the implementation of the Convention and to take decisions necessary to promote its effective operation."
CBD_M077,CBD,"CBD, Article 23(4)",COP,"Power: Consider and adopt protocols and make, within its mandate, decisions to promote effective implementation (including establishing subsidiary bodies as necessary).",Contracting Party,"Under Article 23(4) of the CBD, COP has a duty towards Contracting Party, to consider and adopt protocols and to make, within its mandate, decisions to promote effective implementation, including establishing subsidiary bodies as necessary."
CBD_M078,CBD,"CBD, Article 24(1)",Secretariat,Duty: Arrange and service meetings of the COP and subsidiary bodies and perform functions assigned by the COP.,COP; Subsidiary bodies,"Under Article 24(1) of the CBD, Secretariat has a duty towards COP; Subsidiary bodies, to arrange and service meetings of the COP and subsidiary bodies and to perform functions assigned by the COP."
CBD_M079,CBD,"CBD, Article 24(2)",Secretariat,Duty: Coordinate with relevant international bodies and prepare reports on implementation for the COP.,COP; Relevant Bodies,"Under Article 24(2) of the CBD, Secretariat has a duty towards COP; Relevant Bodies, to coordinate with relevant international bodies and to prepare reports on implementation for the COP."
CBD_M080,CBD,"CBD, Article 25(1)",Subsidiary bodies,"Duty: Provide scientific, technical and technological advice and report regularly to the COP.",COP,"Under Article 25(1) of the CBD, Subsidiary bodies has a duty towards COP, to provide scientific, technical and technological advice and to report regularly to the COP."
CBD_M081,CBD,"CBD, Article 25(2)",COP,"Power: Determine terms of reference, organization and operation of subsidiary bodies.",Subsidiary bodies,"Under Article 25(2) of the CBD, COP has a duty towards Subsidiary bodies, to determine the terms of reference, organization and operation of subsidiary bodies."
CBD_M082,CBD,"CBD, Article 26",Contracting Party,"Duty: Present national reports on measures taken to implement the Convention, at intervals determined by the COP.",COP,"Under Article 26 of the CBD, Contracting Party has a duty towards COP, to present national reports on measures taken to implement the Convention, at intervals determined by the COP."
CBD_M083,CBD,"CBD, Article 27(1)",Disputing Parties,Duty: Seek settlement of disputes concerning interpretation or application by negotiation or other peaceful means.,Disputing Parties,"Under Article 27(1) of the CBD, Disputing Parties has a duty towards Disputing Parties, to seek settlement of disputes concerning interpretation or application by negotiation or other peaceful means."
CBD_M084,CBD,"CBD, Article 27(3)",Contracting Party,Power: May declare acceptance of arbitration and/or submission of disputes to the International Court of Justice as compulsory.,Disputing Parties,"Under Article 27(3) of the CBD, Contracting Party has a duty towards Disputing Parties, to declare acceptance of arbitration and/or the submission of disputes to the International Court of Justice as compulsory."
CBD_M085,CBD,"CBD, Article 28(1)",Contracting Party,Duty: Shall cooperate in the formulation and adoption of protocols to the Convention.,Other Contracting Parties,"Under Article 28(1) of the CBD, Contracting Party has a duty towards Other Contracting Parties, to cooperate in the formulation and adoption of protocols to this Convention."
CBD_M086,CBD,"CBD, Article 28(2)",COP,Power: Adopt protocols at a meeting of the Conference of the Parties.,Contracting Party,"Under Article 28(2) of the CBD, COP has a duty towards Contracting Party, to adopt protocols at a meeting of the Conference of the Parties."
CBD_M087,CBD,"CBD, Article 28(3)",Secretariat,Duty: Communicate the text of any proposed protocol to Parties at least six months before the meeting.,Contracting Party,"Under Article 28(3) of the CBD, Secretariat has a duty towards Contracting Party, to communicate the text of any proposed protocol to the Parties at least six months before the meeting."
CBD_M088,CBD,"CBD, Article 29(1)",Contracting Party,Power: May propose amendments to the Convention (and to any protocol if Party to that protocol).,COP,"Under Article 29(1) of the CBD, Contracting Party has a duty towards COP, to propose amendments to the Convention, and to any protocol if it is a Party to that protocol."
CBD_M089,CBD,"CBD, Article 29(2)",COP,Power: Adopt amendments to the Convention at a meeting of the Conference of the Parties in accordance with the prescribed procedure.,Contracting Party,"Under Article 29(2) of the CBD, COP has a duty towards Contracting Party, to adopt amendments to the Convention at a meeting of the Conference of the Parties in accordance with the prescribed procedure."
CBD_M090,CBD,"CBD, Article 29(2)",Secretariat,Duty: Communicate proposed amendments to the Parties at least six months before the meeting (and to signatories for information).,Contracting Party,"Under Article 29(2) of the CBD, Secretariat has a duty towards Contracting Party, to communicate proposed amendments to the Parties at least six months before the meeting, and to signatories for information."
CBD_M091,CBD,"CBD, Article 30(1)–(2)",COP,Power: Adopt additional annexes to this Convention following the Article 29 procedure.,Contracting Party,"Under Article 30(1)–(2) of the CBD, COP has a duty towards Contracting Party, to adopt additional annexes to this Convention, following the procedure set out in Article 29."
CBD_M092,CBD,"CBD, Article 31",Contracting Party,Liberty: One vote per Party on matters under the Convention.,COP,"Under Article 31 of the CBD, Contracting Party has a duty towards COP, to vote, with one vote per Party, on matters under the Convention."
CBD_M093,CBD,"CBD, Article 32(1)",Non-Parties,Disability: May not become a Party to a protocol unless Party to the Convention.,Other Contracting Parties,"Under Article 32(1) of the CBD, Non-Parties has a duty towards Other Contracting Parties, not to become a Party to a protocol unless a Party to the Convention."
CBD_M094,CBD,"CBD, Article 32(2)",Contracting Party,"Liberty: If not Party to a protocol, may participate as an observer in meetings of the parties to that protocol.",Relevant Bodies,"Under Article 32(2) of the CBD, Contracting Party has a duty towards Relevant Bodies, to, if not a Party to a protocol, participate as an observer in meetings of the parties to that protocol."
CBD_M095,CBD,"CBD, Article 37",Contracting Party,Disability: Cannot make reservations to this Convention.,Other Contracting Parties,"Under Article 37 of the CBD, Contracting Party has a duty towards Other Contracting Parties, not to make reservations to this Convention."
CBD_M096,CBD,"CBD, Article 38",Contracting Party,Power: May withdraw from the Convention by written notification after two years in force for that Party; withdrawal takes effect after one year.,Other Contracting Parties,"Under Article 38 of the CBD, Contracting Party has a duty towards Other Contracting Parties, to withdraw from the Convention by written notification after it has been in force for that Party for two years; such withdrawal takes effect one year thereafter."
NAGOYA_M001,Nagoya,"Nagoya, Article 4(2)",Contracting Party,Liberty: May develop and implement other relevant international agreements supportive of and not running counter to CBD/Nagoya objectives.,Other Contracting Parties,"Under Article 4(2) of the Nagoya, Contracting Party has a duty towards Other Contracting Parties, to develop and implement other relevant international agreements that are supportive of, and do not run counter to, the objectives of the CBD and the Nagoya Protocol."
NAGOYA_M002,Nagoya,"Nagoya, Article 4(3)",Contracting Party,Duty: Implement this Protocol in a mutually supportive manner with other relevant international instruments and organizations; pay due regard to useful ongoing work/practices.,Relevant Bodies,"Under Article 4(3) of the Nagoya, Contracting Party has a duty towards Relevant Bodies, to implement this Protocol in a mutually supportive manner with other relevant international instruments and organizations, and to pay due regard to relevant ongoing work and practices."
NAGOYA_M003,Nagoya,"Nagoya, Article 5(1)",Contracting Party,"Duty: Ensure benefits from utilization of genetic resources are shared fairly and equitably with the providing Party (country of origin or Party that acquired in accordance with the CBD), on mutually agreed terms.",Resource-Providing Party,"Under Article 5(1) of the Nagoya, Contracting Party has a duty towards Resource-Providing Party, to ensure that benefits arising from the utilization of genetic resources are shared fairly and equitably with the providing Party (the country of origin or a Party that acquired the resources in accordance with the CBD), on mutually agreed terms."
NAGOYA_M004,Nagoya,"Nagoya, Article 5(2)",Contracting Party,"Duty: Ensure benefits from utilization of genetic resources held by IPLCs are shared fairly and equitably with the concerned communities, based on mutually agreed terms.",IPLCs,"Under Article 5(2) of the Nagoya, Contracting Party has a duty towards IPLCs, to ensure that benefits arising from the utilization of genetic resources held by IPLCs are shared fairly and equitably with the concerned communities, on mutually agreed terms."
NAGOYA_M005,Nagoya,"Nagoya, Article 5(3)",Contracting Party,Duty: Take legislative/administrative/policy measures to implement paragraph 5(1).,Other Contracting Parties,"Under Article 5(3) of the Nagoya, Contracting Party has a duty towards Other Contracting Parties, to take legislative, administrative or policy measures to implement paragraph 5(1)."
NAGOYA_M006,Nagoya,"Nagoya, Article 5(5)",Contracting Party,"Duty: Ensure benefits from utilization of TK associated with genetic resources are shared fairly and equitably with IPLCs holding such knowledge, on mutually agreed terms.",IPLCs,"Under Article 5(5) of the Nagoya, Contracting Party has a duty towards IPLCs, to ensure that benefits arising from the utilization of traditional knowledge associated with genetic resources are shared fairly and equitably with the IPLCs holding such knowledge, on mutually agreed terms."
NAGOYA_M007,Nagoya,"Nagoya, Article 6(1)",Contracting Party,"Duty: Create legal certainty, clarity and transparency in domestic ABS legislation/regulatory requirements for access to genetic resources where PIC is required.",Resource Users,"Under Article 6(1) of the Nagoya, Contracting Party has a duty towards Resource Users, to create legal certainty, clarity and transparency in domestic ABS legislation and regulatory requirements for access to genetic resources where prior informed consent is required."
NAGOYA_M008,Nagoya,"Nagoya, Article 6(2)",Contracting Party,Duty: Ensure PIC or approval and involvement of IPLCs is obtained for access to genetic resources where IPLCs have the established right to grant access.,IPLCs,"Under Article 6(2) of the Nagoya, Contracting Party has a duty towards IPLCs, to ensure that the prior informed consent or approval and involvement of IPLCs is obtained for access to genetic resources where IPLCs have the established right to grant access."
NAGOYA_M009,Nagoya,"Nagoya, Article 6(3)(a)",Contracting Party,"Duty: Provide for legal certainty, clarity and transparency of domestic ABS legislation/regulatory requirements.",Resource Users,"Under Article 6(3)(a) of the Nagoya, Contracting Party has a duty towards Resource Users, to provide for legal certainty, clarity and transparency in domestic ABS legislation and regulatory requirements."
NAGOYA_M010,Nagoya,"Nagoya, Article 6(3)(b)",Contracting Party,Duty: Provide fair and non-arbitrary rules and procedures for accessing genetic resources.,Resource Users,"Under Article 6(3)(b) of the Nagoya, Contracting Party has a duty towards Resource Users, to provide fair and non-arbitrary rules and procedures for accessing genetic resources."
NAGOYA_M011,Nagoya,"Nagoya, Article 6(3)(c)",Contracting Party,Duty: Provide information on how to apply for PIC.,Resource Users,"Under Article 6(3)(c) of the Nagoya, Contracting Party has a duty towards Resource Users, to provide information on how to apply for prior informed consent."
NAGOYA_M012,Nagoya,"Nagoya, Article 6(3)(d)",Contracting Party,"Duty: Provide a clear, transparent written PIC decision by a competent authority, cost-effectively and within a reasonable period.",Resource Users,"Under Article 6(3)(d) of the Nagoya, Contracting Party has a duty towards Resource Users, to provide a clear, transparent written PIC decision by a competent authority, in a cost-effective manner and within a reasonable period."
NAGOYA_M013,Nagoya,"Nagoya, Article 6(3)(e)",Contracting Party,Duty: Issue a permit (or equivalent) at the time of access as evidence of PIC and MAT; notify the ABS Clearing-House accordingly.,Clearing-House,"Under Article 6(3)(e) of the Nagoya, Contracting Party has a duty towards Clearing-House, to issue a permit (or equivalent) at the time of access as evidence of PIC and MAT, and to notify the ABS Clearing-House accordingly."
NAGOYA_M014,Nagoya,"Nagoya, Article 6(3)(f)",Contracting Party,"Duty: Set criteria/processes for obtaining IPLC PIC or approval and involvement, where applicable and subject to domestic law.",IPLCs,"Under Article 6(3)(f) of the Nagoya, Contracting Party has a duty towards IPLCs, to set criteria and processes for obtaining IPLC PIC or approval and involvement, where applicable and subject to domestic law."
NAGOYA_M015,Nagoya,"Nagoya, Article 6(3)(g)",Contracting Party,"Duty: Establish clear rules and procedures for requiring/establishing MAT in writing (e.g., dispute settlement, benefit-sharing incl. IP, third-party use, change of intent).",Resource Users,"Under Article 6(3)(g) of the Nagoya, Contracting Party has a duty towards Resource Users, to establish clear rules and procedures for requiring and establishing MAT in writing (e.g., dispute settlement; benefit-sharing, including IP; third-party use; change of intent)."
NAGOYA_M016,Nagoya,"Nagoya, Article 7(1)",Contracting Party,"Duty: Ensure access to TK associated with genetic resources held by IPLCs occurs with PIC/approval and involvement of IPLCs, and that MAT are established.",IPLCs,"Under Article 7(1) of the Nagoya, Contracting Party has a duty towards IPLCs, to ensure access to TK associated with genetic resources held by IPLCs occurs with PIC or approval and involvement of IPLCs, and that MAT are established."
NAGOYA_M017,Nagoya,"Nagoya, Article 7(2)",Contracting Party,"Duty: Establish mechanisms (with effective IPLC participation) to inform potential users of TK about obligations, including measures available via the ABS Clearing-House.",Resource Users,"Under Article 7(2) of the Nagoya, Contracting Party has a duty towards Resource Users, to establish mechanisms, with effective IPLC participation, to inform potential users of TK about their obligations, including measures available via the ABS Clearing-House."
NAGOYA_M018,Nagoya,"Nagoya, Article 7(3)",Contracting Party,"Duty: Support IPLCs (including women) to develop community protocols, minimum MAT requirements, and model contractual clauses for TK ABS.",IPLCs,"Under Article 7(3) of the Nagoya, Contracting Party has a duty towards IPLCs, to support IPLCs, including women, to develop community protocols, minimum MAT requirements and model contractual clauses for TK ABS."
NAGOYA_M019,Nagoya,"Nagoya, Article 8(a)",Contracting Party,"Duty: Create conditions to promote/encourage research contributing to conservation/sustainable use, including simplified access for non-commercial research; address changes of intent.",Researchers,"Under Article 8(a) of the Nagoya, Contracting Party has a duty towards Researchers, to create conditions to promote and encourage research contributing to conservation and sustainable use, including simplified access for non-commercial research, and to address changes of intent."
NAGOYA_M020,Nagoya,"Nagoya, Article 8(b)",Contracting Party,"Duty: Pay due regard to health emergencies; may consider expeditious access and expeditious fair/equitable benefit-sharing, including access to affordable treatments (esp. for developing countries).",Stakeholders,"Under Article 8(b) of the Nagoya, Contracting Party has a duty towards Stakeholders, to pay due regard to health emergencies and, as appropriate, to consider expeditious access and expeditious, fair and equitable benefit-sharing, including access to affordable treatments, especially for developing countries."
NAGOYA_M021,Nagoya,"Nagoya, Article 8(c)",Contracting Party,Duty: Consider the importance of genetic resources for food and agriculture and their special role for food security.,Other Contracting Parties,"Under Article 8(c) of the Nagoya, Contracting Party has a duty towards Other Contracting Parties, to consider the importance of genetic resources for food and agriculture and their special role for food security."
NAGOYA_M022,Nagoya,"Nagoya, Article 9",Contracting Party,Duty: Encourage users and providers to direct benefits from utilization of genetic resources towards conservation and sustainable use.,Resource Users; Resource-Providing Party,"Under Article 9 of the Nagoya, Contracting Party has a duty towards Resource Users; Resource-Providing Party, to encourage users and providers to direct benefits from the utilization of genetic resources towards conservation and sustainable use."
NAGOYA_M023,Nagoya,"Nagoya, Article 10",Contracting Party,Duty: Consider the need for and modalities of a global multilateral benefit-sharing mechanism for transboundary/unclear-PIC situations; benefits shared through it to be used for global conservation/sustainable use.,Other Contracting Parties,"Under Article 10 of the Nagoya, Contracting Party has a duty towards Other Contracting Parties, to consider the need for, and modalities of, a global multilateral benefit-sharing mechanism for transboundary situations or where PIC cannot be obtained or is unclear; benefits shared through it to be used for global conservation and sustainable use."
NAGOYA_M024,Nagoya,"Nagoya, Article 11(1)",Contracting Party,"Duty: Shall endeavour to cooperate, as appropriate, where the same genetic resources are found in situ within more than one Party, with the involvement of the concerned IPLCs where applicable.",Other Contracting Parties; IPLCs,"Under Article 11(1) of the Nagoya, Contracting Party has a duty towards Other Contracting Parties; IPLCs, to endeavour to cooperate, as appropriate, where the same genetic resources are found in situ within more than one Party, with the involvement of the concerned IPLCs where applicable."
NAGOYA_M025,Nagoya,"Nagoya, Article 11(2)",Contracting Party,"Duty: Shall endeavour to cooperate, as appropriate, where the same TK associated with genetic resources is shared by IPLCs in several Parties, with the involvement of the concerned IPLCs.",Other Contracting Parties; IPLCs,"Under Article 11(2) of the Nagoya, Contracting Party has a duty towards Other Contracting Parties; IPLCs, to endeavour to cooperate, as appropriate, where the same TK associated with genetic resources is shared by IPLCs in several Parties, with the involvement of the concerned IPLCs."
NAGOYA_M026,Nagoya,"Nagoya, Article 12(1)",Contracting Party,"Duty: Shall, in accordance with domestic law, take into consideration IPLCs’ customary laws, community protocols and procedures with respect to TK associated with genetic resources.",IPLCs,"Under Article 12(1) of the Nagoya, Contracting Party has a duty towards IPLCs, to, in accordance with domestic law, take into consideration IPLCs’ customary laws, community protocols and procedures with respect to TK associated with genetic resources."
NAGOYA_M027,Nagoya,"Nagoya, Article 12(2)",Contracting Party,"Duty: Shall establish mechanisms (with effective IPLC participation) to inform potential users of TK associated with genetic resources about their obligations, including via the ABS Clearing-House.",Resource Users; Clearing-House,"Under Article 12(2) of the Nagoya, Contracting Party has a duty towards Resource Users; Clearing-House, to establish mechanisms, with effective IPLC participation, to inform potential users of TK associated with genetic resources about their obligations, including via the ABS Clearing-House."
NAGOYA_M028,Nagoya,"Nagoya, Article 12(3)",Contracting Party,"Duty: Shall support, as appropriate, the development by IPLCs (including women) of community protocols, minimum MAT requirements and model contractual clauses for TK ABS.",IPLCs,"Under Article 12(3) of the Nagoya, Contracting Party has a duty towards IPLCs, to support, as appropriate, the development by IPLCs, including women, of community protocols, minimum MAT requirements and model contractual clauses for TK ABS."
NAGOYA_M029,Nagoya,"Nagoya, Article 12(4)",Contracting Party,"Duty: Shall, as far as possible, not restrict customary use and exchange of genetic resources and associated TK within and amongst IPLCs, consistent with CBD objectives.",IPLCs,"Under Article 12(4) of the Nagoya, Contracting Party has a duty towards IPLCs, to, as far as possible, not restrict the customary use and exchange of genetic resources and associated TK within and among IPLCs, consistent with the objectives of the CBD."
NAGOYA_M030,Nagoya,"Nagoya, Article 13(1)",Contracting Party,Duty: Shall designate a national focal point and ensure it makes available the specified access/benefit-sharing information to applicants.,Resource Users,"Under Article 13(1) of the Nagoya, Contracting Party has a duty towards Resource Users, to designate a national focal point and ensure it makes available the specified access and benefit-sharing information to applicants."
NAGOYA_M031,Nagoya,"Nagoya, Article 13(1)(a)",Contracting Party,Duty: Shall make available to applicants information on procedures for obtaining PIC and establishing MAT for genetic resources.,Resource Users,"Under Article 13(1)(a) of the Nagoya, Contracting Party has a duty towards Resource Users, to make available to applicants information on procedures for obtaining PIC and establishing MAT for genetic resources."
NAGOYA_M032,Nagoya,"Nagoya, Article 13(1)(b)",Contracting Party,"Duty: Shall, where possible, make available to applicants information on procedures for obtaining IPLC PIC/approval and involvement for TK and on establishing MAT.",Resource Users; IPLCs,"Under Article 13(1)(b) of the Nagoya, Contracting Party has a duty towards Resource Users; IPLCs, to, where possible, make available to applicants information on procedures for obtaining IPLC PIC or approval and involvement for TK, and on establishing MAT."
NAGOYA_M033,Nagoya,"Nagoya, Article 13(1)(c)",Contracting Party,Duty: Shall make available contact details of the national focal point and competent national authority(ies).,Resource Users,"Under Article 13(1)(c) of the Nagoya, Contracting Party has a duty towards Resource Users, to make available the contact details of the national focal point and the competent national authority(ies)."
NAGOYA_M034,Nagoya,"Nagoya, Article 13(2)",Contracting Party,"Duty: Shall designate one or more competent national authorities and notify the Secretariat; where multiple, indicate responsibilities.",Secretariat,"Under Article 13(2) of the Nagoya, Contracting Party has a duty towards Secretariat, to designate one or more competent national authorities and to notify the Secretariat; where multiple are designated, indicate their respective responsibilities."
NAGOYA_M035,Nagoya,"Nagoya, Article 13(3)",Contracting Party,Duty: Shall make available to the ABS Clearing-House any information required by the Protocol and COP/MOP decisions.,Clearing-House,"Under Article 13(3) of the Nagoya, Contracting Party has a duty towards Clearing-House, to make available to the ABS Clearing-House any information required by the Protocol and decisions of the COP/MOP."
NAGOYA_M036,Nagoya,"Nagoya, Article 13(4)",Contracting Party,Duty: Shall forthwith notify the Secretariat of contact information for the national focal point and competent national authority(ies) and any changes thereto.,Secretariat,"Under Article 13(4) of the Nagoya, Contracting Party has a duty towards Secretariat, to notify forthwith the Secretariat of the contact information for the national focal point and the competent national authority(ies), and of any changes thereto."
NAGOYA_M037,Nagoya,"Nagoya, Article 13(5)",Secretariat,Duty: Shall make information received under Article 13(4) available through the ABS Clearing-House.,Clearing-House,"Under Article 13(5) of the Nagoya, Secretariat has a duty towards Clearing-House, to make information received under Article 13(4) available through the ABS Clearing-House."
NAGOYA_M038,Nagoya,"Nagoya, Article 14(1)",Clearing-House,Duty: Shall serve as a means for sharing ABS-related information and provide access to information made available by each Party relevant to Protocol implementation.,Contracting Party,"Under Article 14(1) of the Nagoya, Clearing-House has a duty towards Contracting Party, to serve as a means for sharing ABS-related information and to provide access to information made available by each Party that is relevant to Protocol implementation."
NAGOYA_M039,Nagoya,"Nagoya, Article 14(2)",Contracting Party,Duty: Shall make available to the ABS Clearing-House information required by the Protocol and by COP/MOP decisions.,Clearing-House,"Under Article 14(2) of the Nagoya, Contracting Party has a duty towards Clearing-House, to make available to the ABS Clearing-House information required by the Protocol and by decisions of the COP/MOP."
NAGOYA_M040,Nagoya,"Nagoya, Article 14(2)(a)",Contracting Party,"Duty: Shall make available ABS legislative, administrative and policy measures.",Clearing-House,"Under Article 14(2)(a) of the Nagoya, Contracting Party has a duty towards Clearing-House, to make available its ABS legislative, administrative and policy measures."
NAGOYA_M041,Nagoya,"Nagoya, Article 14(2)(b)",Contracting Party,Duty: Shall make available information on the national focal point and competent national authority(ies).,Clearing-House,"Under Article 14(2)(b) of the Nagoya, Contracting Party has a duty towards Clearing-House, to make available information on its national focal point and competent national authority(ies)."
NAGOYA_M042,Nagoya,"Nagoya, Article 14(2)(c)",Contracting Party,Duty: Shall make available permits or their equivalent issued at the time of access as evidence of PIC and MAT.,Clearing-House,"Under Article 14(2)(c) of the Nagoya, Contracting Party has a duty towards Clearing-House, to make available permits, or their equivalent, issued at the time of access as evidence of PIC and MAT."
NAGOYA_M043,Nagoya,"Nagoya, Article 14(3)",Contracting Party,"Liberty: May make available additional information (e.g., IPLC competent authorities; model clauses; monitoring methods/tools; codes of conduct/best practices).",Clearing-House,"Under Article 14(3) of the Nagoya, Contracting Party has a duty towards Clearing-House, to make available additional information, such as IPLC competent authorities, model contractual clauses, monitoring methods or tools, and codes of conduct or best practices."
NAGOYA_M044,Nagoya,"Nagoya, Article 14(4)",COP,Power: Shall decide the modalities of operation of the ABS Clearing-House and keep them under review.,Clearing-House,"Under Article 14(4) of the Nagoya, COP has a duty towards Clearing-House, to decide the modalities of operation of the ABS Clearing-House and to keep them under review."
NAGOYA_M045,Nagoya,"Nagoya, Article 15(1)",Contracting Party,"Duty: Shall take appropriate, effective and proportionate measures to ensure GR utilized within its jurisdiction have been accessed with PIC and that MAT have been established, as required by provider Party domestic law.",Resource-Providing Party,"Under Article 15(1) of the Nagoya, Contracting Party has a duty towards Resource-Providing Party, to take appropriate, effective and proportionate measures to ensure that genetic resources utilized within its jurisdiction have been accessed with PIC and that MAT have been established, as required by the provider Party’s domestic law."
NAGOYA_M046,Nagoya,"Nagoya, Article 15(2)",Contracting Party,"Duty: Shall take appropriate, effective and proportionate measures to address situations of non-compliance with measures adopted under Article 15(1).",Resource-Providing Party,"Under Article 15(2) of the Nagoya, Contracting Party has a duty towards Resource-Providing Party, to take appropriate, effective and proportionate measures to address situations of non-compliance with measures adopted under Article 15(1)."
NAGOYA_M047,Nagoya,"Nagoya, Article 15(3)",Contracting Party,"Duty: Shall, as far as possible and as appropriate, cooperate in cases of alleged violation of provider Party domestic ABS legislation or regulatory requirements.",Other Contracting Parties,"Under Article 15(3) of the Nagoya, Contracting Party has a duty towards Other Contracting Parties, to, as far as possible and as appropriate, cooperate in cases of alleged violation of the provider Party’s domestic ABS legislation or regulatory requirements."
NAGOYA_M048,Nagoya,"Nagoya, Article 16(1)",Contracting Party,"Duty: Shall take appropriate, effective and proportionate measures to ensure TK utilization within its jurisdiction is subject to IPLC PIC/approval and involvement and MAT, as required by provider Party domestic law.",IPLCs,"Under Article 16(1) of the Nagoya, Contracting Party has a duty towards IPLCs, to take appropriate, effective and proportionate measures to ensure that TK utilization within its jurisdiction is subject to IPLC PIC or approval and involvement, and to MAT, as required by the provider Party’s domestic law."
NAGOYA_M049,Nagoya,"Nagoya, Article 16(2)",Contracting Party,"Duty: Shall take appropriate, effective and proportionate measures to address situations of non-compliance with measures adopted under Article 16(1).",IPLCs,"Under Article 16(2) of the Nagoya, Contracting Party has a duty towards IPLCs, to take appropriate, effective and proportionate measures to address situations of non-compliance with measures adopted under Article 16(1)."
NAGOYA_M050,Nagoya,"Nagoya, Article 16(3)",Contracting Party,"Duty: Shall, as far as possible and as appropriate, cooperate in cases of alleged violation of domestic legislation or regulatory requirements referred to in Article 16(1).",Other Contracting Parties,"Under Article 16(3) of the Nagoya, Contracting Party has a duty towards Other Contracting Parties, to, as far as possible and as appropriate, cooperate in cases of alleged violation of the domestic legislation or regulatory requirements referred to in Article 16(1)."
NAGOYA_M051,Nagoya,"Nagoya, Article 17(1)(a)",Contracting Party,"Duty: Shall designate one or more effective checkpoints to collect/receive relevant PIC, source and MAT information and (without prejudice to confidentiality) provide it to relevant national authorities, the providing Party and the ABS Clearing-House.",Clearing-House; Resource-Providing Party,"Under Article 17(1)(a) of the Nagoya, Contracting Party has a duty towards Clearing-House; Resource-Providing Party, to designate one or more effective checkpoints to collect or receive relevant information on PIC, the source and MAT, and, without prejudice to confidentiality, to provide it to relevant national authorities, the providing Party and the ABS Clearing-House."
NAGOYA_M052,Nagoya,"Nagoya, Article 17(1)(b)",Contracting Party,"Duty: Shall encourage inclusion in MAT of provisions to share information on implementation, including through reporting requirements.",Resource Users; Resource-Providing Party,"Under Article 17(1)(b) of the Nagoya, Contracting Party has a duty towards Resource Users; Resource-Providing Party, to encourage the inclusion in MAT of provisions to share information on implementation, including through reporting requirements."
NAGOYA_M053,Nagoya,"Nagoya, Article 17(1)(c)",Contracting Party,Duty: Shall encourage the use of cost-effective communication tools and systems.,Stakeholders,"Under Article 17(1)(c) of the Nagoya, Contracting Party has a duty towards Stakeholders, to encourage the use of cost-effective communication tools and systems."
NAGOYA_M054,Nagoya,"Nagoya, Article 18(1)",Contracting Party,"Duty: Shall encourage providers and users to include in MAT appropriate dispute resolution provisions (jurisdiction, applicable law, and/or ADR).",Resource Users; Resource-Providing Party,"Under Article 18(1) of the Nagoya, Contracting Party has a duty towards Resource Users; Resource-Providing Party, to encourage providers and users to include in MAT appropriate dispute-resolution provisions (jurisdiction, applicable law and/or alternative dispute resolution (ADR))."
